Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Old P-value,Old Adjusted P-value
287,skeletal system morphogenesis (GO:0048705),0.0024047688654507656,4.295045045045045,25.90041651707622,"['SKI', 'SFRP4', 'ANKRD11', 'LRP5', 'MEGF8', 'FGFR3', 'FGFR1']",0.03681726269961904,0,0
288,regulation of protein kinase B signaling (GO:0051896),0.002467007433946607,2.1824480229282037,13.105053517502345,"['TGFB1', 'PDGFB', 'PTEN', 'PIK3CD', 'FLCN', 'KITLG', 'LCK', 'ERBB4', 'CD19', 'HYAL2', 'LEP', 'KIT', 'DAG1', 'RAC2', 'INPP5K', 'TEK', 'FGFR3', 'MET', 'FGFR1']",0.037090816216939416,0,0
289,female gonad development (GO:0008585),0.0024732838305788003,6.3079973562458695,37.86191550898933,"['EIF2B5', 'NR5A1', 'KIT', 'FOXL2', 'NR2F2']",0.037090816216939416,0,0
290,glutamate metabolic process (GO:0006536),0.0024732838305788003,6.3079973562458695,37.86191550898933,"['GLUD1', 'ALDH5A1', 'GOT2', 'ALDH18A1', 'GLUL']",0.037090816216939416,0,0
291,metallo-sulfur cluster assembly (GO:0031163),0.0024732838305788003,6.3079973562458695,37.86191550898933,"['ISCA1', 'ABCB7', 'NUBPL', 'FXN', 'ISCU']",0.037090816216939416,0,0
292,negative regulation of lipid biosynthetic process (GO:0051055),0.0024732838305788003,6.3079973562458695,37.86191550898933,"['ACADVL', 'ERLIN1', 'NR0B1', 'BRCA1', 'ERLIN2']",0.037090816216939416,0,0
293,regulation of platelet activation (GO:0010543),0.0024732838305788003,6.3079973562458695,37.86191550898933,"['LYN', 'THBD', 'PDGFB', 'PLA2G4A', 'F2']",0.037090816216939416,0,0
294,proteolysis (GO:0006508),0.002545014576829947,1.9740781322984375,11.792390443862347,"['CTSA', 'PSENEN', 'F12', 'TMPRSS2', 'ADAM10', 'PLAT', 'PSEN1', 'PHEX', 'NCSTN', 'ADAM17', 'F9', 'BMP1', 'CASP8', 'PITRM1', 'CTSK', 'SUFU', 'CAPN5', 'LONP1', 'CASP1', 'CPE', 'CASP2', 'VHL', 'KLKB1', 'PAPPA2']",0.0380367144577918,0,0
295,cell-cell junction assembly (GO:0007043),0.002590819920946788,3.394558631341333,20.217247397927572,"['CLDN11', 'FLCN', 'CLDN5', 'CNTNAP1', 'GJB1', 'CDH2', 'JUP', 'ACTB', 'RHOA']",0.03843372494306263,0,0
296,Wnt signaling pathway (GO:0016055),0.002664322625102071,2.9225182950673148,17.32411981327384,"['SFRP4', 'DDX3X', 'WNT2B', 'FZD5', 'APC', 'WNT7B', 'WNT5A', 'PTEN', 'LRP5', 'DVL3', 'CPE']",0.03843372494306263,0,0
297,citrulline metabolic process (GO:0000052),0.00272986595223599,16.06025784753363,94.8117767337676,"['CPS1', 'CAD', 'ALDH18A1']",0.03843372494306263,0,0
298,"complement activation, alternative pathway (GO:0006957)",0.00272986595223599,16.06025784753363,94.8117767337676,"['CFD', 'CR2', 'CFHR5']",0.03843372494306263,0,0
299,gland morphogenesis (GO:0022612),0.00272986595223599,16.06025784753363,94.8117767337676,"['TGFB2', 'TGFB1', 'MSN']",0.03843372494306263,0,0
300,heart trabecula formation (GO:0060347),0.00272986595223599,16.06025784753363,94.8117767337676,"['RBP4', 'ADGRG6', 'TEK']",0.03843372494306263,0,0
301,negative regulation of low-density lipoprotein receptor activity (GO:1905598),0.00272986595223599,16.06025784753363,94.8117767337676,"['ITGB3', 'ITGAV', 'PSEN1']",0.03843372494306263,0,0
302,negative regulation of protein import (GO:1904590),0.00272986595223599,16.06025784753363,94.8117767337676,"['UFM1', 'RAB23', 'SUFU']",0.03843372494306263,0,0
303,negative regulation of protein import into nucleus (GO:0042308),0.00272986595223599,16.06025784753363,94.8117767337676,"['UFM1', 'RAB23', 'SUFU']",0.03843372494306263,0,0
304,nucleobase biosynthetic process (GO:0046112),0.00272986595223599,16.06025784753363,94.8117767337676,"['SHMT2', 'CTPS1', 'UMPS']",0.03843372494306263,0,0
305,photoreceptor cell differentiation (GO:0046530),0.00272986595223599,16.06025784753363,94.8117767337676,"['RP1L1', 'AGTPBP1', 'ARL3']",0.03843372494306263,0,0
306,positive regulation of histone H4 acetylation (GO:0090240),0.00272986595223599,16.06025784753363,94.8117767337676,"['MUC1', 'SMARCB1', 'BRCA1']",0.03843372494306263,0,0
307,protein localization to cytoplasmic stress granule (GO:1903608),0.00272986595223599,16.06025784753363,94.8117767337676,"['TIA1', 'DDX3X', 'DHX9']",0.03843372494306263,0,0
308,response to lead ion (GO:0010288),0.00272986595223599,16.06025784753363,94.8117767337676,"['PPP2CA', 'SLC34A1', 'MAPT']",0.03843372494306263,0,0
309,TRAIL-activated apoptotic signaling pathway (GO:0036462),0.00272986595223599,16.06025784753363,94.8117767337676,"['CASP8', 'SPI1', 'FADD']",0.03843372494306263,0,0
310,development of primary male sexual characteristics (GO:0046546),0.0027633985641151654,4.1755192692692695,24.599211588492487,"['NR5A1', 'TGFB2', 'KITLG', 'WNT2B', 'WNT5A', 'KIT', 'NR0B1']",0.03843372494306263,0,0
311,male gonad development (GO:0008584),0.0027633985641151654,4.1755192692692695,24.599211588492487,"['NR5A1', 'TGFB2', 'KITLG', 'WNT2B', 'WNT5A', 'KIT', 'NR0B1']",0.03843372494306263,0,0
312,cellular response to peptide hormone stimulus (GO:0071375),0.0027694655136182894,2.7485120840461676,16.186265077895886,"['PRKAR1B', 'CYP11A1', 'INPP5K', 'MYO5A', 'PRKACA', 'SLC30A10', 'PCK1', 'PRKACB', 'SLC39A14', 'VAMP2', 'ADCY6', 'TSHR']",0.03843372494306263,0,0
313,bone morphogenesis (GO:0060349),0.002781503079629931,8.572390572390573,50.44649390216912,"['SKI', 'SFRP4', 'LRP5', 'FGFR3']",0.03843372494306263,0,0
314,intestinal absorption (GO:0050892),0.002781503079629931,8.572390572390573,50.44649390216912,"['KCNQ1', 'LEP', 'SLC5A1', 'TJP2']",0.03843372494306263,0,0
315,manganese ion transport (GO:0006828),0.002781503079629931,8.572390572390573,50.44649390216912,"['SLC11A2', 'SLC30A10', 'SLC39A14', 'TMEM165']",0.03843372494306263,0,0
316,negative regulation of cell activation (GO:0050866),0.002781503079629931,8.572390572390573,50.44649390216912,"['THBD', 'PDGFB', 'F2', 'LDLR']",0.03843372494306263,0,0
317,pyrimidine nucleoside biosynthetic process (GO:0046134),0.002781503079629931,8.572390572390573,50.44649390216912,"['CAD', 'TK2', 'UMPS', 'DHODH']",0.03843372494306263,0,0
318,T cell differentiation in thymus (GO:0033077),0.002781503079629931,8.572390572390573,50.44649390216912,"['ADAM17', 'PTPRC', 'FADD', 'RAG1']",0.03843372494306263,0,0
319,protein stabilization (GO:0050821),0.002857133192686501,2.264061137827273,13.262726461390898,"['PRKN', 'CRTAP', 'COG7', 'RPS7', 'RPL23', 'PTEN', 'TSC1', 'STK4', 'HSPD1', 'PDCD10', 'PEX6', 'EP300', 'DVL3', 'MSX1', 'VHL', 'NAA15', 'GPIHBP1']",0.039257829628331464,0,0
320,chemical synaptic transmission (GO:0007268),0.002859013536883493,1.924980570213114,11.27514755865603,"['NAPB', 'CHRNA3', 'STXBP3', 'PTEN', 'SLC1A3', 'SLC1A4', 'GRM1', 'KIF5A', 'MAPK1', 'NPTX1', 'PRKACA', 'PRKACB', 'GABRD', 'SLC18A2', 'GABRA2', 'CHRNB1', 'SYT1', 'GABRA5', 'STAC3', 'GRIN2B', 'GRIN1', 'PRKAR1B', 'GLRB', 'DLG4', 'VAMP2']",0.039257829628331464,0,0
321,negative regulation of cell cycle (GO:0045786),0.002954080846980394,3.072639225181598,17.896795266482346,"['CDKN1C', 'CEBPA', 'SMAD3', 'TGFB1', 'APC', 'CDKN2A', 'CHMP1A', 'PTEN', 'NR2F2', 'MEN1']",0.040436857450566514,0,0
322,regulation of cell migration (GO:0030334),0.002986063781283589,1.7823705668533254,10.362344611295896,"['CAMK2B', 'MACF1', 'PDGFB', 'PTEN', 'PIK3CD', 'ADARB1', 'SEMA3F', 'MYLK', 'FAM83H', 'FLCN', 'PDCD10', 'PODXL', 'ERBB4', 'DAG1', 'CYP1B1', 'CTNNA2', 'ARSB', 'PLXNA3', 'NTNG2', 'TGFB1', 'RDX', 'TPM1', 'ADAM10', 'RHOA', 'CLDN5', 'ADAM17', 'APC', 'KIF2A', 'KRT16', 'DLG5', 'KIT']",0.04074771507751581,0,0
323,cellular response to organic cyclic compound (GO:0071407),0.003018579473576161,2.3952020202020203,13.899282907283897,"['TGFB1', 'JUP', 'ABCB4', 'PDGFB', 'MSN', 'ATP1A3', 'BRCA1', 'ACTB', 'ADCY6', 'KCNQ1', 'PDE3A', 'CYP1B1', 'INPP5K', 'CFTR', 'HCN2']",0.04104666091484308,0,0
324,regulated exocytosis (GO:0045055),0.003027402048718484,2.250052405774418,13.050417439183738,"['CFD', 'LYN', 'TGFB2', 'TGFB1', 'SYT1', 'PROS1', 'ITGB3', 'SERPINF2', 'PDGFB', 'FN1', 'GTPBP2', 'RAB11B', 'PSAP', 'ALB', 'SERPING1', 'OTOF', 'VAMP2']",0.04104666091484308,0,0
325,negative regulation of intracellular protein transport (GO:0090317),0.0030453371548108434,5.957240948813983,34.517109873911856,"['LMAN1', 'UFM1', 'RAB23', 'SUFU', 'INPP5K']",0.04104666091484308,0,0
326,negative regulation of reactive oxygen species metabolic process (GO:2000378),0.0030453371548108434,5.957240948813983,34.517109873911856,"['PRKN', 'ABCB7', 'BRCA1', 'SLC30A10', 'SLC18A2']",0.04104666091484308,0,0
327,protein phosphorylation (GO:0006468),0.003114826730833312,1.698689072227565,9.80412285230448,"['CAMK2B', 'BRSK2', 'PDGFB', 'WNK4', 'PIK3CD', 'STK4', 'GRK1', 'ERBB4', 'MAPK1', 'PRKACA', 'PCK1', 'PRKACB', 'JAK3', 'PRKG1', 'JAK1', 'LYN', 'PLK4', 'CDK19', 'TGFB2', 'TGFB1', 'STRADA', 'CAD', 'EIF2AK2', 'ADAM10', 'TGFBR2', 'CDK9', 'PRKAR1B', 'LCK', 'MYO3A', 'KIT', 'BTK', 'PRKD1', 'COQ8A', 'TEK', 'FGFR3', 'FGFR1']",0.041854888854072084,0,0
328,homotypic cell-cell adhesion (GO:0034109),0.0031616395228437704,4.06245434623813,23.386186919314383,"['STXBP3', 'ITGB3', 'FN1', 'GNAS', 'GP1BA', 'ACTB', 'TJP2']",0.04235440263224246,0,0
329,canonical Wnt signaling pathway (GO:0060070),0.0031866992871729272,3.2791445077858974,18.851046273741467,"['SFRP4', 'WNT2B', 'FZD5', 'APC', 'WNT7B', 'WNT5A', 'PTEN', 'LRP5', 'DVL3']",0.04256035461348888,0,0
330,negative regulation of protein modification process (GO:0031400),0.003238208355366081,3.0292034694039947,17.365620990071193,"['PRKN', 'LYN', 'PPP1R15B', 'CRTAP', 'TGFB1', 'PTEN', 'INPP5K', 'DMD', 'MAPT', 'MEN1']",0.04311723488932897,0,0
331,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.0032927147847313758,3.5807966929725668,20.467987484319305,"['RBL2', 'PIDD1', 'MUC1', 'CRADD', 'CNOT1', 'CASP2', 'EP300', 'TP53']",0.04357888181960742,0,0
332,glycosaminoglycan catabolic process (GO:0006027),0.0032927147847313758,3.5807966929725668,20.467987484319305,"['TGFB1', 'NAGLU', 'HYAL2', 'IDS', 'KERA', 'ARSB', 'SGSH', 'SLC9A1']",0.04357888181960742,0,0
333,action potential (GO:0001508),0.003602241982212934,3.9553402086296825,22.25353055105166,"['SCN11A', 'GNA11', 'KCNQ1', 'SCN8A', 'DMD', 'SCN4A', 'SCN3A']",0.04727664704548741,0,0
334,positive regulation of chemotaxis (GO:0050921),0.003602241982212934,3.9553402086296825,22.25353055105166,"['ADAM17', 'TGFB1', 'EDN3', 'PDGFB', 'PRKD1', 'MEGF8', 'MET']",0.04727664704548741,0,0
335,cardiac muscle contraction (GO:0060048),0.0036259057929743416,4.598344849750924,25.84109391364095,"['GSN', 'KCNQ1', 'TPM1', 'MYL3', 'DMD', 'MYH7']",0.04727664704548741,0,0
336,neural tube closure (GO:0001843),0.0036259057929743416,4.598344849750924,25.84109391364095,"['SKI', 'STIL', 'TGFB2', 'TGFB1', 'DVL3', 'GRHL2']",0.04727664704548741,0,0
337,ventricular cardiac muscle tissue morphogenesis (GO:0055010),0.0036259057929743416,4.598344849750924,25.84109391364095,"['TGFB2', 'TGFB1', 'MYL2', 'TPM1', 'MYL3', 'MYH7']",0.04727664704548741,0,0
338,fibrinolysis (GO:0042730),0.003659858685288021,7.792674216916641,43.71947972850392,"['SERPINF2', 'GP1BA', 'PLAT', 'F2']",0.04729829136222225,0,0
339,response to muscle stretch (GO:0035994),0.003659858685288021,7.792674216916641,43.71947972850392,"['GSN', 'CDH2', 'DMD', 'SLC9A1']",0.04729829136222225,0,0
340,T cell proliferation (GO:0042098),0.003659858685288021,7.792674216916641,43.71947972850392,"['MSN', 'CTPS1', 'RASGRP1', 'TNFRSF4']",0.04729829136222225,0,0
341,iron-sulfur cluster assembly (GO:0016226),0.003706972268964622,5.643406268480189,31.58919139608511,"['ISCA1', 'ABCB7', 'NUBPL', 'FXN', 'ISCU']",0.047627006286054235,0,0
342,negative regulation of NIK/NF-kappaB signaling (GO:1901223),0.003706972268964622,5.643406268480189,31.58919139608511,"['CYLD', 'NLRP12', 'DDX3X', 'SPI1', 'NLRP3']",0.047627006286054235,0,0
343,wound healing (GO:0042060),0.0038855095496194837,3.1712985234799986,17.602296087487826,"['MACF1', 'TGFB2', 'COL3A1', 'SMAD3', 'ITGB3', 'TPM1', 'WNT5A', 'RAF1', 'KRT6A']",0.049775303093376126,0,0
344,platelet degranulation (GO:0002576),0.003976728140416832,2.4994837220602526,13.815386061692095,"['CFD', 'LYN', 'TGFB2', 'TGFB1', 'PROS1', 'ITGB3', 'SERPINF2', 'PDGFB', 'FN1', 'GTPBP2', 'PSAP', 'ALB', 'SERPING1']",0.050795765840091746,0,0
345,positive regulation of nucleocytoplasmic transport (GO:0046824),0.004088006410504195,3.853719103719104,21.194290699883116,"['SMAD3', 'TGFB1', 'JUP', 'DHX9', 'HYAL2', 'PSEN1', 'TP53']",0.05111822083850776,0,0
346,eye development (GO:0001654),0.004108763090879988,3.437204058624577,18.886175696874027,"['SKI', 'NIPBL', 'RBP4', 'TGFB2', 'PAX6', 'CRYBA4', 'PITX2', 'ATF6']",0.05111822083850776,0,0
347,DNA repair (GO:0006281),0.004109044011195687,1.893720616457298,10.40517078833233,"['DCLRE1B', 'VCP', 'XRCC4', 'TRRAP', 'RPA1', 'FANCC', 'INO80', 'BRCA1', 'BRCA2', 'SMC1A', 'DDB2', 'FANCF', 'SETX', 'MAD2L2', 'HERC2', 'TDP2', 'UBE2T', 'NSD2', 'POLD2', 'RBBP8', 'TRIP13', 'TP53', 'MEN1', 'CUL4B']",0.05111822083850776,0,0
348,blood vessel diameter maintenance (GO:0097746),0.004213384041646159,4.439548504712773,24.282062349913925,"['EDNRA', 'EDNRB', 'EDN3', 'CPS1', 'SERPINF2', 'ADCY6']",0.05111822083850776,0,0
349,lung development (GO:0030324),0.004213384041646159,4.439548504712773,24.282062349913925,"['CEBPA', 'RBP4', 'ITGA3', 'ABCA3', 'WNT7B', 'FOXJ1']",0.05111822083850776,0,0
350,cellular response to epinephrine stimulus (GO:0071872),0.004223011871729248,12.847533632286995,70.24012184790918,"['KCNQ1', 'PRKACA', 'SLC9A1']",0.05111822083850776,0,0
351,cellular response to interleukin-21 (GO:0098757),0.004223011871729248,12.847533632286995,70.24012184790918,"['STAT1', 'JAK3', 'JAK1']",0.05111822083850776,0,0
352,fructose metabolic process (GO:0006000),0.004223011871729248,12.847533632286995,70.24012184790918,"['SORD', 'ALDOB', 'FBP1']",0.05111822083850776,0,0
353,immunological synapse formation (GO:0001771),0.004223011871729248,12.847533632286995,70.24012184790918,"['CD81', 'PRF1', 'MSN']",0.05111822083850776,0,0
354,interleukin-21-mediated signaling pathway (GO:0038114),0.004223011871729248,12.847533632286995,70.24012184790918,"['STAT1', 'JAK3', 'JAK1']",0.05111822083850776,0,0
355,positive regulation of neuron projection arborization (GO:0150012),0.004223011871729248,12.847533632286995,70.24012184790918,"['DLG4', 'WNT5A', 'DVL3']",0.05111822083850776,0,0
356,postsynapse organization (GO:0099173),0.004223011871729248,12.847533632286995,70.24012184790918,"['CHRNB1', 'ARF1', 'WNT5A']",0.05111822083850776,0,0
357,regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005),0.004223011871729248,12.847533632286995,70.24012184790918,"['TGFB2', 'TGFB1', 'TGFBR2']",0.05111822083850776,0,0
358,regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253),0.004223011871729248,12.847533632286995,70.24012184790918,"['PRKN', 'RPS7', 'MSX1']",0.05111822083850776,0,0
359,regulation of nitrogen compound metabolic process (GO:0051171),0.004223011871729248,12.847533632286995,70.24012184790918,"['ABCA3', 'LDLR', 'MFSD2A']",0.05111822083850776,0,0
360,response to epinephrine (GO:0071871),0.004223011871729248,12.847533632286995,70.24012184790918,"['KCNQ1', 'PRKACA', 'SLC9A1']",0.05111822083850776,0,0
361,short-chain fatty acid catabolic process (GO:0019626),0.004223011871729248,12.847533632286995,70.24012184790918,"['PCCA', 'PCCB', 'PCK1']",0.05111822083850776,0,0
362,spleen development (GO:0048536),0.004223011871729248,12.847533632286995,70.24012184790918,"['ADAM17', 'FADD', 'PITX2']",0.05111822083850776,0,0
363,vascular associated smooth muscle contraction (GO:0014829),0.004223011871729248,12.847533632286995,70.24012184790918,"['EDNRA', 'EDNRB', 'EDN3']",0.05111822083850776,0,0
364,regulation of peptidyl-serine phosphorylation (GO:0033135),0.004363315682076987,2.720107140999636,14.7824849102545,"['MAD2L2', 'TGFB1', 'TFRC', 'PDCD10', 'PDE4D', 'PTEN', 'INPP5K', 'DMD', 'PRKD1', 'RAF1', 'STK4']",0.05267145359078649,0,0
365,energy derivation by oxidation of organic compounds (GO:0015980),0.004465561267685861,5.360955056179775,29.010059729418447,"['ACADVL', 'LEP', 'LEPR', 'NDUFS1', 'COX10']",0.05317527428241646,0,0
366,in utero embryonic development (GO:0001701),0.004465561267685861,5.360955056179775,29.010059729418447,"['FLCN', 'FUT8', 'STIL', 'WNT7B', 'ADAM10']",0.05317527428241646,0,0
367,response to hexose (GO:0009746),0.004465561267685861,5.360955056179775,29.010059729418447,"['EIF2B5', 'EIF2B3', 'LPL', 'EIF2B1', 'VAMP2']",0.05317527428241646,0,0
368,sodium ion homeostasis (GO:0055078),0.004465561267685861,5.360955056179775,29.010059729418447,"['SCNN1G', 'SCNN1B', 'ATP1A3', 'NEDD4L', 'SLC9A1']",0.05317527428241646,0,0
369,ventricular cardiac muscle tissue development (GO:0003229),0.004465561267685861,5.360955056179775,29.010059729418447,"['TGFB1', 'MYL2', 'TPM1', 'MYL3', 'MYH7']",0.05317527428241646,0,0
370,regulation of angiogenesis (GO:0045765),0.004553888469244668,2.0990477364479645,11.317590595291808,"['TGFB2', 'JUP', 'STAT1', 'WNT5A', 'PIK3CD', 'EMC10', 'BRCA1', 'GATA2', 'RUNX1', 'CLDN5', 'BMPER', 'LEP', 'KRIT1', 'CYP1B1', 'PROK2', 'PRKD1', 'TEK', 'GLUL']",0.05384831466350306,0,0
371,fatty acid oxidation (GO:0019395),0.004571101813720219,3.3696310542255232,18.155575510154513,"['ALDH3A2', 'ACADVL', 'MECR', 'ECHS1', 'AUH', 'CPT2', 'SCP2', 'HSD17B4']",0.05384831466350306,0,0
372,positive regulation of apoptotic signaling pathway (GO:2001235),0.004571101813720219,3.3696310542255232,18.155575510154513,"['BCAP31', 'CYLD', 'CRADD', 'LCK', 'HYAL2', 'FADD', 'DNM1L', 'TP53']",0.05384831466350306,0,0
373,selective autophagy (GO:0061912),0.004571101813720219,3.3696310542255232,18.155575510154513,"['PRKN', 'UFM1', 'PEX5', 'KLHL3', 'VIM', 'SQSTM1', 'RETREG1', 'CFTR']",0.05384831466350306,0,0
374,cell morphogenesis involved in differentiation (GO:0000904),0.004698819088015588,3.070299903257014,16.45817087792903,"['NTNG2', 'SPI1', 'LAMB3', 'ITGB3', 'FN1', 'ITGAV', 'TEK', 'GRHL2', 'RHOA']",0.05430631344331096,0,0
375,negative regulation of epithelial cell proliferation (GO:0050680),0.004698819088015588,3.070299903257014,16.45817087792903,"['CDKN1C', 'TGFB2', 'TGFB1', 'STAT1', 'VDR', 'KRIT1', 'CASK', 'NR2F2', 'BRCA2']",0.05430631344331096,0,0
376,aromatic amino acid family catabolic process (GO:0009074),0.00470885421527116,7.142910587355032,38.27393399325643,"['QDPR', 'HGD', 'HAAO', 'HPD']",0.05430631344331096,0,0
377,negative regulation of platelet activation (GO:0010544),0.00470885421527116,7.142910587355032,38.27393399325643,"['THBD', 'PDGFB', 'F2', 'PRKG1']",0.05430631344331096,0,0
378,negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426),0.00470885421527116,7.142910587355032,38.27393399325643,"['PPP2CA', 'PPP2R1A', 'VHL', 'PIBF1']",0.05430631344331096,0,0
379,neuron projection organization (GO:0106027),0.00470885421527116,7.142910587355032,38.27393399325643,"['ARF1', 'DCTN1', 'ATP1A3', 'PSEN1']",0.05430631344331096,0,0
380,nitric oxide metabolic process (GO:0046209),0.00470885421527116,7.142910587355032,38.27393399325643,"['CYB5R3', 'GCH1', 'CPS1', 'CYP1B1']",0.05430631344331096,0,0
381,oligodendrocyte development (GO:0014003),0.00470885421527116,7.142910587355032,38.27393399325643,"['EIF2B5', 'CNTNAP1', 'EIF2B3', 'EIF2B1']",0.05430631344331096,0,0
382,platelet aggregation (GO:0070527),0.0048682566928031756,4.291338582677166,22.851461095712732,"['STXBP3', 'ITGB3', 'FN1', 'GNAS', 'GP1BA', 'ACTB']",0.05556135041084975,0,0
383,positive regulation of cytokine-mediated signaling pathway (GO:0001961),0.0048682566928031756,4.291338582677166,22.851461095712732,"['PRKN', 'ADAM17', 'GFI1', 'WNT5A', 'CASP1', 'FADD']",0.05556135041084975,0,0
384,positive regulation of innate immune response (GO:0045089),0.0048682566928031756,4.291338582677166,22.851461095712732,"['SPI1', 'DHX9', 'WNT5A', 'POLR3F', 'FPR2', 'FADD']",0.05556135041084975,0,0
385,positive regulation of interferon-beta production (GO:0032728),0.0048682566928031756,4.291338582677166,22.851461095712732,"['DDX3X', 'OAS1', 'DHX9', 'IRF1', 'POLR3F', 'ISG15']",0.05556135041084975,0,0
386,organonitrogen compound biosynthetic process (GO:1901566),0.004923784271667606,2.26025111252384,12.010246347147042,"['ELOVL1', 'MOCS2', 'CHKA', 'SLC44A1', 'GCH1', 'PLA2G4A', 'ALDH3A2', 'SLC25A15', 'SGPL1', 'CPS1', 'SPTLC2', 'PAH', 'DMD', 'PRKD1', 'MFSD2A']",0.056049502823076316,0,0
387,cellular response to transforming growth factor beta stimulus (GO:0071560),0.005029423622238056,2.5318766238092065,13.39983015780651,"['SKI', 'CLDN5', 'TGFB2', 'COL3A1', 'SMAD3', 'TGFB1', 'ZMIZ1', 'HYAL2', 'WNT5A', 'PDE3A', 'RHOA', 'TGFBR2']",0.05695692627864438,0,0
388,positive regulation of cellular component organization (GO:0051130),0.005029423622238056,2.5318766238092065,13.39983015780651,"['CAMK2B', 'NEUROD2', 'LMAN1', 'VCP', 'TGFB2', 'TGFB1', 'TFRC', 'ABCB7', 'DCTN1', 'ABCB4', 'NEDD4L', 'RUNX1']",0.05695692627864438,0,0
389,Notch signaling pathway (GO:0007219),0.0050723448633176954,3.3046570115341254,17.461649258726286,"['PSENEN', 'JAG2', 'ADAM17', 'NCSTN', 'STAT1', 'EP300', 'ADAM10', 'PSEN1']",0.05729532989567597,0,0
390,insulin receptor signaling pathway (GO:0008286),0.005152148163568948,3.0221677483069977,15.921811865490398,"['ATP6V1A', 'APC', 'IRS4', 'GRB10', 'PHIP', 'TCIRG1', 'SLC39A14', 'ATP6V0C', 'ATP6V0A1']",0.057751375078372344,0,0
391,neurotransmitter transport (GO:0006836),0.005152148163568948,3.0221677483069977,15.921811865490398,"['GABRA2', 'STXBP3', 'SYT1', 'CASK', 'SLC1A3', 'GLUL', 'SLC6A3', 'SLC18A2', 'VAMP2']",0.057751375078372344,0,0
392,regulation of Rho protein signal transduction (GO:0035023),0.005152148163568948,3.0221677483069977,15.921811865490398,"['EPS8', 'FLCN', 'COL3A1', 'ITGA3', 'PDCD10', 'ARHGDIA', 'CUL3', 'RAF1', 'MET']",0.057751375078372344,0,0
393,regulation of mitochondrion organization (GO:0010821),0.005206425867776002,3.6653482751043724,19.27189421201553,"['PRKN', 'FLCN', 'FZD5', 'EP300', 'MAPT', 'DNM1L', 'SQSTM1']",0.05806354127666942,0,0
394,substrate adhesion-dependent cell spreading (GO:0034446),0.005206425867776002,3.6653482751043724,19.27189421201553,"['NTNG2', 'LAMB3', 'ITGB3', 'FN1', 'ITGAV', 'TEK', 'RHOA']",0.05806354127666942,0,0
395,cellular response to drug (GO:0035690),0.005328406605272099,5.1054039593365435,26.725273594981843,"['REST', 'TFRC', 'KCNQ1', 'FBP1', 'TP53']",0.058974857993868014,0,0
396,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),0.005328406605272099,5.1054039593365435,26.725273594981843,"['ADAM17', 'DDX3X', 'CCND2', 'RDX', 'CDC6']",0.058974857993868014,0,0
397,positive regulation of interleukin-2 production (GO:0032743),0.005328406605272099,5.1054039593365435,26.725273594981843,"['PTPRC', 'IRF4', 'PDE4D', 'SPTBN1', 'RUNX1']",0.058974857993868014,0,0
398,calcium ion transmembrane transport (GO:0070588),0.005429811249840061,2.792281165162521,14.564122245843516,"['LETM1', 'SLC24A4', 'TRPA1', 'PMPCB', 'ITGAV', 'CACNA1D', 'GRIN2B', 'TMEM165', 'GRIN1', 'TMCO1']",0.05994620761758097,0,0
399,regulation of transport (GO:0051049),0.0055948893331601,4.152690591095468,21.535445266572918,"['PRKN', 'CLDN10', 'LEPR', 'ACTB', 'RAB11A', 'VAMP2']",0.061459859324763694,0,0
400,skeletal muscle tissue development (GO:0007519),0.0055948893331601,4.152690591095468,21.535445266572918,"['ZBTB18', 'SKI', 'ACTA1', 'FOXL2', 'LMOD3', 'KLHL41']",0.061459859324763694,0,0
401,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.005638634985689018,2.975516582740059,15.407561892011108,"['RBL2', 'PIDD1', 'MUC1', 'CRADD', 'CNOT1', 'CASP2', 'EP300', 'TP53', 'NDRG1']",0.061785940466627304,0,0
402,positive regulation of angiogenesis (GO:0045766),0.005777726150529425,2.4829253419287394,12.796364248242963,"['BMPER', 'JUP', 'WNT5A', 'CYP1B1', 'PIK3CD', 'EMC10', 'PRKD1', 'BRCA1', 'TEK', 'GATA2', 'RUNX1', 'JAK1']",0.06229968006479207,0,0
403,cellular response to mechanical stimulus (GO:0071260),0.00584485984612853,3.5778903903903903,18.39820171364901,"['CASP8', 'CRADD', 'IRF1', 'CASP1', 'CASP2', 'FADD', 'SLC9A1']",0.06229968006479207,0,0
404,positive regulation of cell growth (GO:0030307),0.005909292323693118,2.5999950275968375,13.341170397445744,"['MACF1', 'ADAM17', 'TGFB2', 'DDX3X', 'SYT1', 'ADAM10', 'NEDD4L', 'INO80', 'MAPT', 'FXN', 'MFSD2A']",0.06229968006479207,0,0
405,activation of protein kinase A activity (GO:0034199),0.005942363549895403,6.593110593110593,33.793966239948666,"['PRKAR1B', 'PRKACA', 'PRKACB', 'ADCY6']",0.06229968006479207,0,0
